a,a**2,b,b**2,yShift,a,a**2,b,b**2,yShift,vectorDirection,graphPixelCount,medianDistance,rating
0,0,0,-0.008,0.014,0.686,0.142,0,-0.957,-0.17,0.33808376,0.25008274,0.25364557,0.3
-0.856,0,0,0,-1.941,0,0,0.329,-2.782,1.547,0.23798413,0.30609304,0.28378439,0.5
-1.152,-0.529,0,0,2.556,0,0,0,0.349,1.441,0.20194827,0.2544822,0.27675076,0.1
2.949,-1.349,0,0.652,2.308,-0.162,0.864,0,0,0.447,0.23398015,0.25460835,0.29589331,0.1
0.09,0,0.542,0,0.096,0,-1.199,0,0,-2.121,0.20595225,0.26230346,0.25363966,0.2
0.917,0.16,0,1.296,-1.502,0,0,-0.063,0,-0.822,0.31405985,0.25183307,0.25371051,0.3
0,0.538,0,0,-1.991,0,0,-0.99,0,-1.329,0.59033482,0.77437502,0.55237984,0.7
1.616,0,0,0,-0.429,0,0,0,0.372,-0.562,0.50224714,0.26753865,0.25437261,0.4
0,-0.256,0.795,0,1.392,1.052,0,0,1.001,-0.642,0.2459921,0.39206379,0.26218655,0.5
0,0,0,0.415,0.264,0,-0.311,-0.62,0,0.062,0.44619135,0.27405111,0.25376767,0.3
-0.102,-0.576,-0.957,0,0.18,0.921,0,0,0.981,0.335,0.59033482,0.39810318,0.26469418,0.7
-1.439,0,0.269,0,0.275,0,0,-0.694,0,-0.606,0.59033482,0.27272654,0.25441834,0.5
0,-1.33,-0.75,0,2.409,1.59,1.462,0,-0.214,-1.736,0.23398015,0.25460835,0.29589331,0.1
0,0,-0.931,-0.603,-0.287,1.551,0,0.6,0,1.426,0.35009571,0.26678176,0.25480759,0.3
-1.099,0,-1.03,-0.618,-0.466,0,-1.027,0,0.744,0.676,0.59033482,0.87037465,0.47733467,0.9
0,-0.254,1.151,0,1.829,0,0,0,0.685,-0.042,0.20595225,0.26602486,0.25372643,0.3
-1.273,1.14,0,0,-0.581,-1.33,0.226,0,1.047,-0.78,0.24198812,0.3074176,0.37038567,0.4
0,0,-1.006,0.449,0.751,0,-0.508,0,0,3.625,0.59033482,1.17605018,0.52948682,0.9
0.977,0,0,0,-0.37,-0.227,-0.217,-0.349,0,1.29,0.59033482,0.30732299,0.40146834,0.5
-1.606,-0.479,-1.892,0,-0.275,2.27,0,-0.632,-0.875,-0.593,0.39814353,0.26179886,0.25364106,0.5
0.461,-0.654,0,-0.134,0.626,0,-0.806,-0.456,0.027,0.459,0.44619135,0.2644953,0.25377488,0.4
0,-0.754,0,0,-1.35,0,0,1.302,-0.093,-0.935,0.20194827,0.29760949,0.30277318,0.2
0,0,0,-1.545,-0.936,-0.145,0,0,0.294,-0.109,0.25800406,0.25697365,0.25359133,0.3
0,0,0,0,-1.408,2.482,-2.371,0,-0.654,-2.093,0.19394029,0.24538368,0.2533706,0.1
1.161,1.981,0,0,0.345,0,-0.168,2.17,-1.847,-1.888,0.20194827,0.25465566,0.28769615,0.1
0,1.286,-0.964,-0.147,1.177,0,0,0,-0.198,0.342,0.22597218,0.26116811,0.25361059,0.2
0,-1.267,0,0,-1.999,0,-1.226,-0.059,0.202,2.139,0.23398015,0.25470296,0.29589331,0.1
1.287,-1.6,-0.933,0,1.478,1.107,-0.872,0,-0.044,0.393,0.21796421,0.25457681,0.28020841,0.1
0,-0.774,0,0.383,0.056,0,0,-0.973,-0.463,1.184,0.52627105,0.50209752,0.5521552,0.5
0,0,2.173,0.174,-0.828,-0.928,0.553,0,-0.386,-0.008,0.20194827,0.25451374,0.27044911,0.1
1.425,0,0,2.584,1.139,-0.154,0,0,-1.494,1.822,0.23398015,0.25465566,0.29589331,0.1
0,0.575,-2.082,0.35,-0.353,0,-0.192,0,0,1.53,0.59033482,0.30866333,0.25502632,0.5
-1.069,-0.609,-0.389,-2.337,-1.208,0,0.394,-1.018,0,0.611,0.23798413,0.2544822,0.28385959,0.1
0.041,0,0.127,0.43,-1.946,1.652,0,-0.618,-0.34,-0.157,0.21796421,0.25452951,0.28020841,0.1
0,0,-0.016,0,-1.043,0,-0.764,0.506,0.19,-2.066,0.39013556,0.25575946,0.25359037,0.3
0,1.424,0.749,1.422,-2.412,-0.65,0.08,0.985,1.886,0.615,0.23398015,0.25456104,0.29589331,0.1
-0.183,-0.985,0.379,0,-0.1,0,0,0,0.149,-0.126,0.24999609,0.24768591,0.25345538,0.2
-0.05,1.917,0,0,-0.53,0,0.477,-0.836,0.376,1.406,0.19794428,0.2744611,0.47480198,0.2
-1.167,-0.96,0.706,0,-0.18,0,0,1.673,0.473,2.025,0.23398015,0.30934138,0.33227088,0.2
0,-0.362,0.859,0.526,-0.286,1.159,-0.537,0,0.793,0.155,0.31005586,0.40598752,0.46597463,0.5
-1.041,-0.518,-0.224,0,-1.669,0.441,-0.78,1.584,1.85,0.401,0.22196819,0.29842947,0.28644631,0.2
0,-1.319,0,0,-1.047,1.433,0,0,0,2.04,0.20595225,0.29939135,0.31863998,0.2
0,-0.074,0,0,1.372,0,-1.075,0,0,0.259,0.27802398,0.24965699,0.25346086,0.3
0,-0.502,0,0,1.644,-0.483,1.647,0,0,-0.526,0.22196819,0.2918697,0.527299,0.4
0,0.353,-0.488,0,2.615,0,-1.211,0,-0.042,-0.149,0.20194827,0.25465566,0.28769615,0.1
-0.801,0.016,1.427,0,-1.937,-1.819,0,0.633,0,-0.087,0.57832286,0.26742827,0.25387902,0.6
1.23,0,0,-0.359,1.244,0,-1.381,0,-0.435,1.539,0.23798413,0.25457681,0.28385959,0.1
0.924,0,0,0,3.026,0,0,-1.491,0,0.244,0.4061515,0.28898404,0.26686256,0.3
1.27,0,-1.035,0,-0.345,1.295,-0.801,0.2,0.709,0.951,0.35810368,0.2697305,0.25567897,0.3
-0.48,0,0,0.817,-0.757,1.966,0,0,0,-0.205,0.23398015,0.26129426,0.25354012,0.2
0,0.181,0,-0.423,-0.135,0,0,0,0,-0.498,0.19394029,0.24965699,0.25337149,0.1
0.157,0,-0.445,0,2.02,1.178,0,0,0.803,3.849,0.59033482,0.27621142,0.25385728,0.5
2.254,-0.811,0,0,-1.579,0.899,0,0,1.982,-2.13,0.23398015,0.25460835,0.29589331,0.1
0.91,0,0,0,-1.15,1.814,0,0.271,0.66,-1.07,0.20995624,0.28606683,0.28826353,0.3
0,0,0,0,-2.217,0,-0.535,0.007,0,2.131,0.22196819,0.24544676,0.2533717,0.1
-0.182,0,0,0,1.148,0,-0.179,0.237,0.044,-0.483,0.27402,0.25042965,0.25346779,0.2
0,0,-0.713,1.287,0.639,0.081,-1.267,-0.21,0.739,-1.667,0.23398015,0.25456104,0.29589331,0.1
0.956,0,0,0.069,-0.365,3.011,0,-0.449,0,0.514,0.55029496,0.25520756,0.25389537,0.5
0,0.25,-1.114,0,1.311,-0.371,0.651,0,0,0.692,0.57832286,0.26583564,0.25385037,0.5
0,0,0,1.079,-0.159,-0.728,0,0,-0.932,1.897,0.23798413,0.25452951,0.28385959,0.1
0,0,1.135,0.04,-0.531,-1.383,0.523,0,0,-1.934,0.20595225,0.30005364,0.37504054,0.2
0,1.182,0,-0.113,-1.232,1.323,0,0,-0.165,-0.113,0.59033482,0.85129456,0.46063059,0.8
0.828,0,0,0,-0.024,0,0.895,2.054,-0.96,0.44,0.40214752,0.26400647,0.25607328,0.5
0.654,0.333,0,0.855,0.669,-1.259,-0.151,0,0.889,0.152,0.21796421,0.2544349,0.28020841,0.1
-1.303,0.15,0,0,-0.153,1.916,0,0.31,0.454,0.009,0.19794428,0.28445843,0.44981793,0.3
0,0,0,0.056,-0.081,0,0,0,-0.346,-2.578,0.23798413,0.25452951,0.28385959,0.1
0,0.207,0,0,-0.053,-0.346,1.505,-1.837,0,-0.858,0.44218737,0.26460568,0.25374817,0.3
0.578,-0.447,0.182,0,2.362,0,0,-0.022,0.184,-2.126,0.26200804,0.32007984,0.25999928,0.6
1.019,0,0,1.233,-0.585,0,0,0,-0.35,0.243,0.22597218,0.30246624,0.3175166,0.4
0,0.555,-0.453,0,0.546,0.52,0,0,1.348,0.028,0.59033482,0.2326426,0.253292,0.1
0.214,0.967,0.022,-0.934,-1.785,-0.439,0,0,0,-0.276,0.19394029,0.25973317,0.25360547,0.2
0.706,0,0,0,0.375,-1.895,0,0.344,1.897,-0.518,0.20995624,0.26477914,0.25474085,0.3
-1.132,0,-0.373,1.968,-2.21,0,0,-0.08,0.724,0.509,0.20595225,0.25426144,0.26762188,0.1
0.125,-0.015,-0.402,0,4.094,0,0,0,0.233,1.317,0.20194827,0.29756219,0.27610833,0.2
-0.257,2.062,0.505,0.051,0.145,0.995,0,0.554,-1.309,1.429,0.21796421,0.29894983,0.30477742,0.2
0.907,0,0,-0.303,-0.743,0,1.482,0,1.416,3.437,0.20995624,0.25460835,0.30473665,0.1
0,0.165,0.26,0,-0.532,1.241,0,-0.444,0,-0.947,0.22196819,0.25721018,0.25391164,0.5
-0.099,0,0,0,-0.494,0,0.433,0,0,1.851,0.25400007,0.2497043,0.25345604,0.4
0,-1.696,-1.592,1.014,-1.742,0.953,-0.454,0,-0.376,-0.324,0.23398015,0.25470296,0.29589331,0.1
1.043,0,-0.55,0,-0.979,0,-0.065,0,0,-0.3,0.49023519,0.25531794,0.25598733,0.5
-0.283,0,0,1.115,0.377,-0.284,-0.306,-0.877,-0.295,-1.309,0.23798413,0.25452951,0.28385959,0.1
0,-0.509,0,0.195,0.059,0,0,0.049,-0.914,0.123,0.26200804,0.25263727,0.25347339,0.3
-0.92,-0.802,0,-0.623,0.008,0,-0.176,0.277,0,1.168,0.59033482,0.30010094,0.25560639,0.8
0,1.406,0,0,-0.854,0.248,-2.547,-0.229,-1.032,1.83,0.19794428,0.28355962,0.43209434,0.2
0,0,-1.739,-0.446,0.097,0,0,0,-0.224,-0.053,0.22597218,0.24755976,0.25345527,0.1
0.297,0,-0.573,0,0.012,-1.634,0,0,-1.794,2.019,0.22997616,0.92663724,0.39055312,0.7
0,-0.819,0,0.55,-0.099,0,0.421,0,0,0.999,0.51025511,0.46188743,0.54536675,0.5
0,0,1.155,-0.316,-1.314,0.109,0,0,0,4.464,0.34208774,0.25525487,0.25356101,0.5
-0.207,0,0,0,1.022,0,-0.361,0,0.064,-0.755,0.28603195,0.25434028,0.25349826,0.4
0,0.509,0,0,-0.518,0,0,-1.479,-0.826,0.373,0.27001601,0.30837949,0.35634788,0.5
0.429,0,0,-0.009,1.268,0.359,0,0,0,2.04,0.33407977,0.25013005,0.25370901,0.4
-0.697,-0.491,-0.996,0,-0.154,1.175,1.297,0.533,-0.86,2.648,0.21796421,0.29893406,0.30477742,0.2
0,-0.155,1.416,-0.041,1.133,0,-0.923,-0.55,0.995,2.057,0.23798413,0.2544822,0.28385959,0.1
-1.244,0,-0.314,0,-1.385,0,-0.406,0,0,0.893,0.19794428,0.2710393,0.25472131,0.3
0.427,0,1.422,0,2.206,0,0.792,0,0,0.814,0.19394029,0.2633915,0.25387606,0.3
0,-0.534,0,0.148,2.043,0,0,-0.637,0,0.476,0.25400007,0.34526239,0.45901634,0.5
0,0.835,0,0,0.873,0.548,0.643,0.559,0,-0.016,0.23798413,0.2544349,0.28385959,0.1
0,-1.031,0,0.254,-1.116,0,0.922,0,0,-0.821,0.20194827,0.25460835,0.28769615,0.2
0,-0.932,0,0.12,-0.148,-2.126,0.06,0.062,0.124,-1.153,0.4061515,0.29261083,0.25449508,0.5
0,1.87,-1.786,0,0.161,0.348,0,-1.197,0,0.353,0.59033482,0.33633733,0.26424962,0.7
-0.495,0,0.149,0,1.41,0,0,0,0,0.752,0.19794428,0.25247958,0.253429,0.3
0,0,1.495,-1.327,-1.898,-0.416,-0.965,2.261,0,-0.459,0.23398015,0.25470296,0.29589331,0.1
-0.282,0,0,0,1.104,-1.244,0,1.716,0,-2.736,0.46220729,0.266561,0.25421822,0.3
0,0.387,0,0,-1.144,0,0.575,0,-1.219,1.167,0.26601203,0.32933604,0.37088406,0.5
1.271,0,1.073,0,2.001,-0.134,0.275,0.002,0,-3.019,0.19394029,0.26971473,0.25566819,0.3
0,-0.713,0,0,-1.126,0.461,0,0,0,-0.723,0.24198812,0.29906021,0.31155797,0.2
-3.207,2.617,0,-0.617,-0.728,0.672,0,1.754,0,1.967,0.45820331,0.26436915,0.25414109,0.3
0,0,0,-0.573,0.422,-0.613,0,0.303,0,0.526,0.54228699,0.2673652,0.25441795,0.5
0,0,0,0,0.618,0,0.642,0,0.499,0.751,0.20194827,0.24558868,0.26339344,0.1
0.138,-0.14,0,0,2.151,0,1.055,-1.188,0,-2.81,0.34208774,0.27406688,0.25488081,0.3
0,0,0,0,1.181,0,0,0,0,-0.315,0.19394029,0.23417216,0.253292,0.1
-0.719,0,-1.142,-0.247,-1.242,0,0.453,0,0.075,-1.226,0.37411962,0.44082049,0.26587074,0.6
0,0,0,0,-0.343,0,0,0,0.257,-1.653,0.52226707,0.25044542,0.25351502,0.3
0,0,0,0,-2.141,0,-1.681,0.793,0,-1.464,0.37812361,0.25435605,0.25498777,0.4
0,0,-0.956,0,-0.239,-0.375,0.008,0.21,0.283,-0.005,0.45419932,0.26039545,0.25648512,0.4
0,1.998,-0.029,0.745,1.627,0.632,0.396,-1.823,-0.515,-1.098,0.20995624,0.25456104,0.30473665,0.1
0,0,0,0,-0.586,0,0,0,0,-0.601,0.19394029,0.23417216,0.253292,0.1
0.036,0,0,0,-1.317,0,0.03,0,-0.878,-1.152,0.23398015,0.26080543,0.25361712,0.2
0,0,-0.273,0.409,-0.066,0.879,0,0,0,0.739,0.39413955,0.26629293,0.25371697,0.3
0,0,0,0.508,-0.304,0,0.499,-0.012,0,0.369,0.31806383,0.25356762,0.25351967,0.4
0,0.459,2.144,1.531,2.025,0,0,0,1.158,0.115,0.27402,0.26260306,0.27166395,0.2
-0.848,0.079,-0.292,0.213,-2.249,0.377,0,0.51,0,-0.424,0.57031489,0.27540722,0.25386662,0.4
-1.296,0,1.498,0.72,-3.212,0.525,-0.057,0,0.656,0.846,0.21796421,0.2544349,0.28020841,0.2
-1.799,0,0,0,0.046,0,0,0,1.094,-0.399,0.45419932,0.26974627,0.25407207,0.3
-0.008,0,0,0,1.635,0.633,0,0,0,-1.551,0.22196819,0.24691324,0.25344922,0.1
0.666,0,0,-1.065,-0.608,0.283,0,-3.181,0.741,-1.705,0.23798413,0.2544822,0.28385959,0.1
0,-1.263,0,-0.757,-0.068,2.371,0,0.547,0,0.721,0.19394029,0.2644953,0.25408318,0.2
-0.506,0,1.414,1.827,0.496,0.486,0.003,0,0.177,-0.383,0.54228699,0.29800371,0.25456166,0.5
1.001,-0.776,0,0.081,2.186,-2.2,0,0.402,0,2.801,0.19394029,0.26302882,0.25384608,0.2
0,-0.369,-1.168,0,-0.008,0,-0.038,0,0,-1.356,0.20595225,0.29043475,0.26098791,0.5
0.667,0.964,-1.581,0.255,-1.308,-0.448,0,0.307,0,-0.277,0.28603195,0.43687833,0.47248866,0.7
0,0.142,-1.372,-0.21,0.05,1.254,0.184,0,0,-0.072,0.20194827,0.25432451,0.25867025,0.1
0,-0.422,0,0,-0.031,0,1.168,0,0,-0.908,0.22597218,0.24746515,0.25345773,0.1
-0.196,0,-0.805,0,-0.505,0,0,0,0,0.897,0.19394029,0.25030351,0.25337693,0.2
0,-1.659,0,0,-0.955,0,-1.643,-3.347,0,-1.376,0.23398015,0.25470296,0.29589331,0.1
0,-0.794,0.989,0,-2.35,0.499,0,0,-0.305,0.397,0.59033482,0.29459768,0.2546893,0.5
-0.204,0,0,-1.409,-2.189,-1.507,0,0.727,0.707,-2.447,0.23398015,0.25460835,0.29589331,0.1
-0.323,0,1.813,0,1.919,0,0,0.237,0,0.47,0.29403992,0.24938892,0.25359459,0.3
-0.579,0,-1.34,0.028,-3.449,0,0.11,0,-1.264,1.007,0.20194827,0.25452951,0.27675076,0.1
0,-0.453,-1.086,-1.104,0.669,0,0,0.684,0,0.057,0.55830293,0.25952817,0.25441578,0.4
0,0,0,0,0.361,0,0,-0.427,-0.119,-0.102,0.34609173,0.24793821,0.25340496,0.3
0.559,0.973,0,-0.421,-0.921,0,0.383,0,0,-1.933,0.20194827,0.2544349,0.27675076,0.1
-0.743,-0.764,0.93,0,1.118,-0.166,0,0,0,-1.081,0.44619135,0.26826401,0.2537744,0.3
1.348,0,-2.296,-1.505,0.18,0,0,0,0,-0.842,0.19394029,0.25681596,0.25440419,0.4
-1.507,0,0,0.098,1.68,-1.793,0,2.466,-1.149,0.276,0.20194827,0.25465566,0.28769615,0.1
-0.967,0,-0.062,0.46,0.482,0,0,-2.259,-1.542,1.069,0.20194827,0.25465566,0.28769615,0.1
0,0.729,0,0,0.844,-1.497,-0.173,0.064,0,0.325,0.21796421,0.25452951,0.28020841,0.1
0,-0.741,0,0,-0.562,0,-0.44,0.77,0,-3.714,0.20595225,0.2544822,0.27349489,0.1
0.598,0,-1.108,0.387,0.309,0,0,-0.709,0,0.503,0.59033482,0.27971206,0.25401981,0.4
0,0,0,0.665,-1.335,0,0,1.81,0.683,1.608,0.23398015,0.25456104,0.29589331,0.1
0,0,0,0,-0.322,0,-0.083,0.171,0.525,-0.206,0.24198812,0.24606173,0.25337119,0.1
0,0,0.882,0.092,0.081,-0.294,-0.789,1.485,0.666,-0.08,0.59033482,0.26030084,0.25820466,0.3
0,0.543,-0.096,2.211,-0.238,0.151,0,0.729,0,-1.538,0.59033482,0.2326426,0.253292,0.1
0,0,1.24,0,3.055,0,-0.243,0.186,-0.497,-0.789,0.20194827,0.25968586,0.2536056,0.2
-2.262,1.89,-0.977,0.539,-0.365,0,0,0.372,0,-0.779,0.27001601,0.25793554,0.2538141,0.3
-0.559,0,0,0,3.273,1.929,-0.35,-0.179,-0.883,-0.782,0.26200804,0.32129403,0.35819322,0.6
0,-0.686,-1.44,-0.085,1.323,0,0,0,1.958,-0.051,0.21396022,0.28627183,0.4566445,0.3
0,0,-3.032,0,0.92,0,0,0.256,-2.447,1.466,0.23398015,0.29954904,0.33362992,0.2
0.632,0,0,-1.686,-3.977,-0.703,0,0,1.162,0.848,0.23398015,0.25460835,0.29589331,0.1
-0.896,0.447,1.447,0,-1.267,1.783,0,0,0.793,-2.477,0.52226707,0.27334152,0.25411264,0.5
0,0.313,0,1.34,2.624,0,0,0,-0.622,-0.42,0.21796421,0.26060044,0.26072607,0.1
0.277,-0.481,0.964,0,3.106,0,0,-0.226,-0.29,0.466,0.35810368,0.32406931,0.35672611,0.4
-1.959,-1.527,0,1.963,0.33,0,-0.967,0,1.804,0.429,0.20194827,0.2544349,0.27675076,0.1
1.009,0.319,-0.039,-0.972,-1.033,-1.08,0.615,0,0,1.621,0.20194827,0.25456104,0.28769615,0.1
-1.035,0,0.293,0,0.592,0.083,0,0.94,-0.342,-0.135,0.27001601,0.49763499,0.27418981,0.6
0.445,-0.11,-0.889,1.258,3.158,0,0.037,-0.511,-0.464,-1.013,0.59033482,0.30921523,0.25491249,0.5
-1.478,0,-1.148,0.408,2.781,0.171,0.034,0.15,0,-1.367,0.27802398,0.30718107,0.25704655,0.5
0,0,0.383,-0.072,1.999,0.824,0,0,-0.263,-0.31,0.28603195,0.27638487,0.25431564,0.5
-0.698,0,0,-0.556,0.922,1.459,1.006,-0.638,1.882,-1.906,0.23398015,0.25460835,0.29589331,0.1
0,0,0.21,0,0.586,0,0,0,0,-1.388,0.19394029,0.24896317,0.2533706,0.1
0,0,1.116,0,-2.267,0,0,-1.478,0.682,-0.763,0.59033482,1.01509944,0.53030684,0.8
0,0,0.22,0,-0.144,0.496,0.068,0.699,1.672,0.497,0.19394029,0.2597647,0.25360547,0.1
-0.911,0,-0.075,0,-0.721,-0.416,-0.577,0.243,-1.476,-1.455,0.19794428,0.28139931,0.25668017,0.4
0,0.62,0,0,-0.934,0,0,0,0.198,1.23,0.59033482,0.29658453,0.25510846,0.5
-1.007,0,0,1.589,2.405,0,0,0,0,1.752,0.19794428,0.28573569,0.3411279,0.3
1.073,0,0.923,1.328,-0.33,0,-0.753,0,0,-0.13,0.19394029,0.28534147,0.26786873,0.3
0.254,0,0.746,0,0.126,0,-0.051,0.445,0,-4.647,0.19394029,0.26192501,0.25371922,0.2
-0.688,-0.022,0,0,0.404,-0.743,0,0,0.548,2.719,0.24198812,0.26615101,0.25395815,0.3
0,0,0,-0.428,0.362,1.977,0,0,0.8,1.608,0.20194827,0.25460835,0.28769615,0.1
0.278,0.432,-1.635,0,1.447,0,-0.272,0,0,0.809,0.21796421,0.25452951,0.28020841,0.1
0.123,0,-0.856,0,-2.114,0.325,0,-0.183,0,0.282,0.39413955,0.26307612,0.25366183,0.4
0.595,0,0.364,0,-0.715,0,0.455,0,0.023,2.502,0.44218737,0.26563065,0.25421328,0.3
0,0.472,0,0.567,-0.663,-0.83,0.4,0,-0.553,1.637,0.59033482,0.49116983,0.30795675,0.8
-2.149,-2.33,0,0.637,-0.25,0,-0.534,-2.497,-0.7,2.159,0.23398015,0.25470296,0.29589331,0.1
-1.521,0,0.687,0,0.767,0,0,0,0.349,-0.103,0.55830293,0.2666083,0.25388337,0.2
0,0,0,0,0.702,0,0,0,0.094,0.942,0.27802398,0.24680286,0.25341072,0.2
0.973,0,0,2.027,-1.287,-0.903,0,0,0,0.48,0.21396022,0.2971049,0.26747602,0.2
0,0.328,0,0,0.18,1.41,-0.956,0.008,0,0.799,0.25800406,0.2481432,0.25348519,0.2
0,0,0,0,1.011,-1.22,-0.226,0,0.058,0.078,0.27001601,0.24614058,0.25337247,0.2
0,0,0.723,0.176,2.166,0,0,0,0,0.892,0.19394029,0.24897894,0.2533706,0.1
0,-0.47,-0.238,1.065,-0.496,0,0,0,0,-1.026,0.19794428,0.25200652,0.25339123,0.3
-0.824,0,0,1.294,-0.316,0,0,0.985,1.318,0.144,0.21796421,0.2544349,0.28020841,0.1
0,0,-1.054,-0.066,0.268,2.103,-0.729,-2.232,-0.334,0.055,0.22597218,0.25451374,0.26053713,0.1
1.839,-0.253,0,-0.66,0.069,0,-1.339,0,0,0.769,0.21796421,0.25457681,0.28020841,0.1
-1.438,0,0,-0.37,-2.416,0,0.367,1.781,1.349,-1.464,0.23798413,0.2544822,0.28385959,0.1
0.401,-0.981,0,-0.454,1.784,0,0.005,0,0,-0.478,0.49423917,0.52347983,0.48317906,0.7
0.008,0,0,0.871,-0.025,-1.138,0,0,-1.587,-3.025,0.20995624,0.25465566,0.30473665,0.1
0.163,0,0,-0.675,0.242,0.847,-1.8,0,0,-0.638,0.20995624,0.26050583,0.25700614,0.2
0,0,0.133,0,-0.079,0,0.854,0,2.67,1.281,0.20595225,0.30237163,0.31288538,0.2
0,0.444,-0.784,0.198,-0.978,0,-0.046,0,0,-0.538,0.28202797,0.25859782,0.25353809,0.3
0.461,1.535,0.171,0,-0.073,-0.38,-2.076,-0.832,-0.551,-0.472,0.47021526,0.2597647,0.25362368,0.3
0.496,0.046,0,1.102,-0.877,0,0,0,0.906,0.091,0.3260718,0.24989352,0.25362179,0.3
-0.697,0,0,0,0.15,0,-0.862,0,0.944,1.413,0.20194827,0.27293154,0.25954137,0.3
-0.033,0,0.261,-0.499,-2.235,-0.598,-0.459,0,0,-1.504,0.23798413,0.25457681,0.28385959,0.1
0,0,-0.874,0,1.226,0,0.179,1.015,0.488,2.056,0.19394029,0.25984355,0.25360547,0.2
-0.998,0,0,-0.621,1.771,2.223,0.95,0,0.085,1.565,0.23398015,0.25460835,0.29589331,0.1
-0.42,0,-0.123,0,-0.657,-0.022,0,0,0.423,0.062,0.35810368,0.25615368,0.25351808,0.3
0.727,0.955,0.835,0.714,1.514,0,0,2.456,1.233,-0.409,0.23798413,0.27523376,0.27206489,0.4
0,-0.072,1.362,0,-0.499,-0.057,0,-1.37,0.479,2.125,0.33407977,0.25626406,0.25354235,0.4
2.621,0,-1.145,0,-0.655,0.052,0,0.429,-1.726,0.588,0.35009571,0.2518646,0.25363686,0.3
0,0.596,-0.219,0,-1.182,0,0,0,0,0.278,0.19794428,0.28214044,0.27410535,0.3
-0.41,0,0,0.673,-0.12,1.115,0.199,0.453,1.806,-1.367,0.20194827,0.25456104,0.28769615,0.1
0,0,0.972,0.119,-0.499,0,0,1.8,-0.137,2.109,0.31405985,0.24986198,0.25389275,0.3
0,0,0,2.118,1.444,0,1.906,0,0,1.031,0.23398015,0.25456104,0.29589331,0.1
0,0,0,0,-1.39,-0.168,0,1.434,-1.735,1.411,0.19394029,0.24538368,0.2533706,0.1
0,-2.157,0,-0.636,1.981,0,0,0,0.107,0.316,0.2459921,0.26090005,0.25362876,0.2
0,0,0.144,0,-0.153,0,1.457,0,0,0.852,0.25400007,0.25552293,0.25359728,0.2
0.498,0,0,0,-0.53,0,0.438,-1.686,-0.019,-1.455,0.22997616,0.2974045,0.36731918,0.5
1.065,-1.24,-0.33,0,-0.181,0,0,-0.664,0,-0.81,0.19794428,0.26622986,0.25389323,0.3
0,1.197,0,2.065,-0.242,0.042,0.63,0,0,-1.577,0.23398015,0.25456104,0.29589331,0.1
0,0.374,1.602,-0.368,-2.021,0,0.047,0,1.292,-3.946,0.20995624,0.25460835,0.30473665,0.1
0,-0.162,-0.253,-1.617,-1.263,0.291,-1.227,0,0,-1.685,0.23398015,0.25470296,0.29589331,0.1
0.965,0,0.08,0,-0.053,0.066,0,0.597,0,-0.45,0.25800406,0.30036901,0.33741313,0.5
0,0,0.252,0,0.464,0.034,0,0,-0.743,0.336,0.36611165,0.25561754,0.25353294,0.3
0,-1.419,0.805,0,-0.881,1.329,0.299,-1.746,0,-2.269,0.23398015,0.25460835,0.29589331,0.1
0,0,0,0,0.013,-0.723,0.407,0,-0.965,-0.179,0.37812361,0.24841127,0.25353167,0.3
0.354,0,0,-0.599,0.94,0,0.029,0,0.876,-0.332,0.3540997,0.25383569,0.25364505,0.3
1.352,0,0.032,-0.8,0.225,-0.223,0,0,-1.371,-0.654,0.20194827,0.25470296,0.28769615,0.1
0,0,-0.501,0,0.684,0.227,-1.186,0,-0.035,-2.163,0.22597218,0.29787756,0.28107496,0.2
0,-0.429,0,-1.122,-1.724,1.489,-0.725,0.892,0,0.301,0.23398015,0.25470296,0.29589331,0.1
0,0,-0.343,-1.28,-2.88,0,0.334,0,0,-0.795,0.19394029,0.25984355,0.25360547,0.2
0,0,0,0.964,-0.85,-0.041,0,0.642,-0.324,-0.709,0.20194827,0.25452951,0.27675076,0.1
0,0.077,0.532,0,-1.709,-0.499,0,0,-0.338,1.111,0.49023519,0.27403534,0.25382537,0.5
-0.777,0,1.026,0.898,-1.292,0,2.302,0,0.738,2.075,0.23398015,0.25456104,0.29589331,0.1
0,1.373,1.474,0,-1.983,-1.201,0,0,0,1.876,0.49423917,0.2755176,0.25395448,0.6
0,0,0,0.036,-0.679,0,1.057,-2.437,0.172,-0.663,0.20194827,0.2544349,0.27675076,0.1
0,0,0.467,-0.881,2.539,0.07,0,0,0.459,1.138,0.21796421,0.2544822,0.28020841,0.1
-1.256,0.227,0,1.265,-0.224,0,-0.903,0,0,1.367,0.20194827,0.25465566,0.28769615,0.1
0.843,-2.45,0,1.581,2.359,-0.104,0,1.197,0,0.102,0.22597218,0.27110237,0.25686573,0.3
0.065,-1.427,-1.15,0,0.629,-0.346,-1.221,-0.481,0,1.073,0.22196819,0.25457681,0.27044911,0.1
0,0,1.384,0.136,1.884,-0.269,1.29,1.213,-1.194,-0.427,0.20194827,0.25465566,0.28769615,0.1
0,0,0,0,0.317,1.286,0.267,0,-0.525,3.348,0.23798413,0.27985398,0.38927196,0.3
0,-0.48,1.343,0,0.789,0,-1.068,0,-0.481,1.55,0.23798413,0.25457681,0.28385959,0.1
-1.301,-1.519,0,0,1.182,0,0,0.526,0,-0.464,0.22997616,0.26350188,0.27536277,0.3
